hash_sec_uid,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
3e2ed96f7659d5a7742f4eb067cacd2e,-0.29474425,-1.9192164,-0.96970516,1.4631068,-0.11132986,0.052667677,0.17459276,-0.64497626
f484fecac78c25bdfb316800781ea81b,0.6028827,-1.9546453,-0.75421315,0.72368765,-0.74809766,1.2007446,0.72807044,0.06944018
97aa7a6c5f874c257af14aa5e722233f,0.9546971,-1.2993327,0.060841344,0.51501536,0.5431763,-0.47872198,-0.39608485,0.03255468
f6dd3e7888e9b1a05df3b383127af561,0.95875245,-1.2709026,0.5496755,1.4266965,0.30305278,-0.92719305,0.36982262,0.31758276
6a89b754b92656346cbc02a36dbc4f19,0.2671891,-1.4615383,-0.2576072,0.5485083,0.024577254,0.21800329,0.056020305,0.06317567
32a6e0ce5551cc3bbb8de40a5f61bf20,1.0345616,-1.9466165,-0.20289676,0.05420515,0.7120463,0.27731472,1.7007104,-0.024452604
85e1ae5b81bc4ed3e845c847b3de4eac,1.223188,-1.8834993,-0.032759108,0.70541155,0.33259887,0.08083266,1.1964096,-0.0872714
a793cc8d7abd1936b577db1dc4377f0f,1.0359279,-2.5269754,-0.18135671,0.6433594,0.52099967,0.3632289,0.7436581,0.7818066
5506c55d8f8a53bce9c6afa3edaad082,0.7569271,-0.5974942,0.36479625,0.6101093,2.3871567,1.3638481,-1.0451523,-1.6053672
eefe4e957bf4d4cb0e703e396f4a2817,0.74077374,-0.8835986,0.21830814,1.1084945,-0.19558531,0.010711193,0.38037026,-0.29039463
bb33e9923e8740dac3e03e1df018764d,0.69575065,-1.5514909,0.6856256,1.4498713,0.27260566,-0.09483683,-0.35184568,0.7113942
1ac15ffe85fb9fce34451c3e3c5a5bf2,1.1789728,-2.1809902,-0.28984895,0.17859092,0.5494911,0.4087405,1.470806,0.3209701
a4bbf1ba9394c9d615b59939cb7e58bd,1.4918903,-1.7659035,0.2638671,0.18379954,0.47648996,-0.17873979,1.3515574,0.2493468
8700720ad10438bdcfac09780a24d84a,0.573973,-0.8753952,0.7772796,1.8182619,0.016948814,-0.4216075,0.15059218,-1.0699883
1f54c50b54d19011c5bc80ee97f4d7ec,1.2559034,-1.650248,-0.3110303,0.19193962,0.6487253,0.24877903,1.8511349,-0.3303775
5d54e90b0a704361dec2d8b7e8ec1e20,0.584253,-1.714916,0.096021794,0.58306813,0.046729915,0.95356476,1.3291975,-0.9955504
ee38b1fb08868cefb5e26f37b3578c62,0.4646638,-0.87185836,0.60238636,2.1254263,-0.20630938,-0.16646469,0.089315414,-0.83017206
6cc1e8830359244748dea4d1125e1baf,0.8844207,-1.3074322,0.7084894,1.2592824,0.44557858,-1.1347215,0.416096,-0.11188742
115b5f3c2dbe0ff0c09382fcfeaa3fde,0.7242543,-1.110865,0.49919334,0.62713706,0.065237604,-0.20773888,0.33525747,-0.085249014
add092b6fdc88bb0694f51d078830471,0.38573533,-1.0491372,0.28322604,1.1988147,-0.16327095,-0.052246332,0.33426842,-0.8856573
f95bed255b38f5aa57443fb553cb4873,1.0759252,-1.089426,-0.22422431,1.2967575,-0.05320657,0.3267229,0.07402998,0.37436244
89ec5e4bfdfc9be245f010fc4515dc74,2.170184,-1.5522673,0.44359878,-0.0975965,2.2789204,1.0476999,-0.69061255,-2.4078765
4df9118dddc02d4792663e052e4ff174,0.82335585,-1.8571808,0.07304915,0.9916321,0.39000845,-0.078196645,1.0146904,0.49057034
5130219f5dfb173607cdd5a6a3aba7f1,0.7666814,-1.0452669,0.2321672,2.1153796,0.08954739,-0.8116196,0.43773973,-0.8316363
f77296982c2e5515995ed63906c37dff,0.37859052,-0.83185476,0.8795635,1.862557,-0.15231785,-0.39761215,0.21781972,-1.0689399
6652f4dff7ecf48585a7b0391853d2ce,0.825095,-1.3104928,0.57664496,1.4713016,0.31154227,-0.9649477,0.3690499,0.024303235
9344752030d163b588e9ccb0edc2a49b,0.5667268,-1.1571623,0.71303976,1.7352798,0.033904485,-0.2076186,-0.06700961,-0.1800183
02be70492991fe3fb53dfac342eba4f3,1.5659034,-1.5001284,0.09428432,0.33136728,2.3871596,0.8373302,-1.8143872,-1.7650838
43b06aaac50e6e2293b947fc89178d65,1.2009274,-1.2080774,0.7571968,1.2386432,1.8301004,0.31660032,-1.5130914,-2.0580146
962919b11db10dbd7d2235913ecb9792,0.7916622,-1.3968583,0.41056362,1.6563718,0.28090662,-0.81236124,0.2595154,0.11243052
65cff45faf4cd879f10a1972b7193c4a,0.7443602,-1.356265,0.3033223,1.8527094,0.2461862,-0.7773454,0.25676787,-0.21935871
183977b13c06e71051e75a45276f7adc,2.2896507,-0.85707283,0.85958594,0.38969627,3.4275136,0.27599,-2.1746883,-2.8374996
8765b046fedb3b22a3392b6244b3a3b3,0.4937309,-1.129005,0.28725246,1.0623071,-0.12573779,0.00473392,0.2683353,-0.3572574
47e3ae846aea9c0714e1c8d1278758c3,1.1186458,-1.0174123,-0.3820056,0.31314006,-0.1583088,0.31176358,0.42826095,-0.45486858
313c5c050df99b0df107ad777a0352c4,0.43647093,-0.97496754,0.75756985,1.8873181,-0.12426559,-0.24883276,0.0756135,-0.6221144
5853a126280821cfc886d554ecfe6350,1.2326303,-1.1865433,-0.15430568,0.9671879,-0.17279476,0.49920085,0.26937145,-0.74129444
9321f0314ead25cdc81d519404d7fc83,0.71552974,-1.6633141,-0.096863784,0.9127685,0.25296414,-0.48118538,0.37594888,0.40733528
52bffb1744c652e0edc7b63488d8f604,1.1838042,-1.1239195,-0.33928224,0.13307324,-0.04221154,0.2761029,0.3775336,-0.19129807
298bae93ace0e742d3479bec2bf27d36,0.7359446,-0.8724596,0.32843712,2.2672243,-0.16511357,0.004931569,-0.023835927,-0.4935666
93325b9bce33ddf4d2ea05807167f659,1.1173569,-1.988063,-0.25056663,0.2606959,0.45787185,0.4008239,1.6166121,0.0645939
4de935bce0cbed0414b0aded59957a03,0.3312561,-1.1504707,-0.25346264,0.68236804,-0.11285246,0.14744672,0.25468698,-0.3662123
7fc01aa24ea6d3354800d5ab66d82397,1.489696,-1.6010172,0.11375149,0.27681628,2.6735785,0.7519678,-1.9255785,-2.1619565
02a55d7469ef5d56c746f6d3931329be,2.0777152,-0.5269408,-0.53061527,0.09814176,2.1093607,0.9337331,-1.3941439,-2.1642447
fa7681cf2f78f24b0c247a1df6a520b9,1.1020166,-0.29525238,0.9149298,0.982254,3.3579428,0.9930296,-1.5604893,-2.5010135
d2cca5968804922ade970e3e7acce124,0.96652895,-1.0329459,0.4547486,1.6859596,0.18010461,-0.93596256,0.4963456,-0.22819456
af45777ec28335fa4b456a130a23888b,0.8311687,-1.8375347,0.13786896,0.9133179,0.39768285,-0.12517089,1.0498692,0.5050878
d421a977b65d64b8d2305f6c85c6d324,0.79882675,-1.1574049,0.42698517,1.7750165,0.25193155,-0.9625132,0.43001434,-0.64059305
a0b9abb191d6f44a6f9b65bf54e03286,0.83575153,-0.82545155,0.7484158,1.6837823,-0.014408326,-0.32356405,0.13852382,-0.29792747
591ce1d30ca563db5ac4e2d528d851c2,1.3510051,-1.2813555,0.38119254,0.5879891,0.060815863,0.5208002,1.1130853,-0.31337765
b8ac10a8a67abbaa06832777ab329f9f,1.1121672,-2.0625253,0.47340658,-0.034210056,-0.34945244,-0.050571084,1.8355043,-0.3552786
59572420435d141c0096a8c45c8008bb,0.98931867,-1.2811332,0.62640125,1.4943843,0.8803559,0.10679138,-0.8461775,-0.8653258
672b5ed7b159f92b8aa70592e20d5891,0.8698548,-1.5287471,-0.60231215,0.33206704,-0.9412126,0.7869187,0.6773131,-0.5635802
a0baa9bce944b3460140347a7eca9670,0.5124263,-1.4003273,0.37059155,2.0642276,0.09470337,0.038033783,-0.32952106,-0.17371348
c069dbc1b397244693538c002d25a8d3,1.4405664,-1.8448757,0.3908889,0.022806257,0.54750854,-0.26552266,1.3429018,0.28542793
efe8f990760d190d0bf890c064985e81,0.9470604,-1.146603,0.45463774,1.6322403,0.18326461,-0.8632869,0.41893917,0.12728685
1cb5c9feeceb59e7c14e5386a80f2822,2.0832129,-1.8447536,0.16793557,-0.4963058,2.1346562,1.139741,-0.24013421,-2.8593442
75f8d36017a40b19e31a9ae9506cbc39,0.74127203,-1.0043308,-0.20602094,0.43197528,-0.29851073,0.23749402,0.48777822,-1.0124006
38837084d7efdff4fec37e167835bf86,0.6459495,-1.7963114,0.47546157,0.6475184,0.41138393,-0.37719712,1.2065346,0.17954594
036f5be661b7b4663433da81d06e6124,0.7906547,-0.8717237,0.32960352,-0.02895233,2.2560139,0.4443486,-1.0137445,-0.27224803
1cefc7ed3f55566ac36111765e435e41,1.0774969,-1.8608925,0.29357037,0.6428678,1.7328035,0.85047287,-0.5578481,-0.98759365
b94f2e072813273abc32b08e4206a950,0.4714635,-0.90269417,0.9237342,1.691407,-0.101813234,-0.38207048,0.17271285,-0.6129312
22e07c271d5fc38507e4fc84a9ca37cb,0.40337485,-1.5350152,0.67649263,1.6852754,0.1707328,-0.10610199,-0.31304818,0.09687551
fa49f7cb83202840a5765528a60aba5e,1.741846,-1.3768048,-0.10845653,0.47540465,2.081395,0.69119877,-1.4631693,-1.2744141
17c69ee00f6a3665826850996f9637af,0.3552301,-1.2885134,0.64677656,1.7556366,0.14778024,-1.0130335,0.45065734,-0.8937876
a7d96bc8aacf330d63112aa66619e669,0.5090582,-1.1616726,-0.3367438,0.64466596,-0.10203446,0.24274501,0.19844678,0.110843845
c4633568496ddb8977c331d572779283,2.186915,-0.68314356,0.18767984,0.021185666,4.3556585,2.2729623,-1.3778594,-3.3779316
662caf9697019c41469d077661856e6d,0.7930118,-1.8697814,-0.99864966,0.70414793,0.06783777,0.106461346,0.27714592,0.0033630356
b3f21b0910995c0d775f487da655855c,0.896621,-1.6484087,-0.22981773,0.719466,0.6000046,-0.16011739,-0.7282328,0.52413845
fd6092ba6271a24eec633d839d0a104c,0.19140191,-1.4530544,-0.82281774,0.05126372,0.2723685,-0.042809322,1.2214732,-0.15901825
7db7326b5872b36a4b54fe7117fd5256,2.6872883,-1.4519255,0.08504387,-0.10415253,2.4424481,1.2740045,-0.8261111,-1.6578668
f329b4ce8022ed6fb30afbe5d79ec22e,1.3240075,-1.9438304,0.30538616,0.16184321,0.51526034,-0.16612959,1.2613536,0.26410982
326d1f62db18fc5c770e7b8375305a70,1.4160458,-1.6031945,0.5916844,0.1780633,2.176514,0.7248982,-0.6759889,-1.4520556
697f7beb1cbdad41aa2eee0e14078cd6,0.47579885,-0.6950385,-0.31301466,0.92261744,-0.348598,0.124011934,0.51504886,-0.78582686
9b8aa98197c5b25ace4ee287e72757a4,1.676756,-1.2690862,0.15909822,0.30070278,2.0467856,0.6275031,-1.4335767,-1.5772666
96160cdd62dfde19ab19a98b77b7b5c3,0.8353244,-1.4761703,-0.6138236,-0.2017397,0.11013269,0.69174445,0.6351048,-0.102593936
95d3c3d89eae1040b01e51b7e22f7f87,1.5927724,-0.858677,-0.4003798,0.10794082,1.8569981,0.8177612,-1.286093,-1.9605923
ebf580d64d9d435bcb444786c8c5cf89,0.43791938,-0.8229653,0.3093792,0.7900131,2.0530336,1.3903311,-0.9411844,-1.2176789
855c05cf09460e60c88d4e0dfd07aad1,0.57483894,-1.8498328,-0.13406019,1.7832538,1.4063443,-0.63637936,-0.49775004,-0.8023436
534a53bf7f0e655718ae61409a2c8e93,0.78024036,-1.4977249,0.50369114,0.75512326,0.030238086,0.4601391,1.0566245,-1.1190598
e45d87715104fb6e8266c20c9d263681,0.30729872,-1.3881861,-0.5792555,0.8257694,-0.0653146,-0.3384086,0.58669627,-0.17451039
021feb3e6f676cbec867ed4d086c0d21,0.617021,-0.8270431,0.75769514,1.8384185,-0.07028214,-0.34702158,0.16256985,-0.7921833
e2a70d2f228ca7bffc38cdd9dc9bb5c5,0.21668597,-1.2273245,0.32847404,1.1631031,-0.16024166,-0.0038676858,0.24462685,-0.7182064
c8d79a6f9e5f6c3e9baa49068a63e993,0.33677894,-0.96507484,0.6338024,2.1275587,-0.18678606,-0.1760819,0.052499324,-0.93626153
4b89bc58ee9f4098ec56b6b2ba0ac380,0.350972,-2.000625,0.32065687,0.94687915,0.3186937,-0.17292523,1.0434858,0.103754155
30fc7a66eee0c139792a86048448052d,0.4305461,-1.0874705,0.18800218,1.2298688,-0.40335333,-0.64328074,1.0184176,0.6218252
54899a8788c3147e1e2e96506e73c317,1.2302696,-2.4230318,-0.75286466,0.54394674,0.5741543,0.78364754,1.1873688,0.6261562
534aef5267c3b063a477d522a4221dca,0.28378838,-1.0923982,0.7042372,2.0007246,-0.11046202,-0.2067498,-0.0027174205,-0.816738
a0adbabf58d2d0a1f8f96be0caa90836,0.90233773,-1.0365529,0.43837282,0.6133002,0.11141118,-0.21942893,0.35132092,-0.043813385
aac29182115d7b3d2e03381efb8bc438,1.0861261,-1.1545429,-0.021113018,0.8397362,0.23099172,-0.7333005,0.70713186,-0.089907564
d194b25672f31e4775c5463302ed5106,0.67463017,-2.1709347,0.04820236,0.86175954,0.22688347,0.16727036,1.0630667,-0.288542
d8f08ac4799811076c7a640c39449e22,2.5276399,-1.6784075,-0.20221107,-0.56083524,2.877015,1.6529427,-0.54149187,-2.147219
d8dd01db3b805ec06e0fb01441d3d816,0.92012835,-1.6357208,0.17228694,1.0053452,0.024027938,0.7709307,0.82229644,-0.6635573
44debad57648fefcb5ccc08e152582bd,1.0688701,-1.5058495,-0.044701256,0.44339815,0.12651819,1.0372801,1.4194552,-0.44247302
2ad6bfbad73250222ccab1f8cdbfc40c,1.0346279,-1.1551311,-0.001569787,0.85467136,0.15002257,-0.6800233,0.7122407,0.080422394
704303d738376d4088fd23deac3c0e2f,0.48549145,-0.84019506,0.7634502,1.9235332,-0.1743334,-0.28300822,0.16086921,-0.7660259
4b2ea2bd9c98d2bf1e68b13b0d8743bd,0.89742285,-1.3488481,-0.019292155,0.15259531,0.08632218,0.7198209,1.2977549,-0.86888224
2bfbfec79e9d27af4a6be80f9d170d17,1.5677148,-1.0053372,0.84494734,0.94575477,2.2092965,0.23477173,-1.5955844,-2.2836263
a8965c01d4bfc16a1ade3900747707f2,0.6218968,-0.9570813,0.026335498,0.22015181,-0.034292705,-0.089977175,0.4456532,-0.017946564
9dd7c318f518f64aac2c8455a1ef7e60,0.74474466,-2.0695472,0.08410867,1.0274589,0.11806839,0.9876778,0.49971247,-0.24963674
571ea1d75566ba75666acf579a271da4,0.52135915,-1.1124191,0.33235815,0.9625832,-0.27518243,-0.7768588,1.0436382,0.7516701
f84c887f0318489a7db03b83e1a08564,0.9801541,-0.9586236,0.95179,1.2336248,0.22593331,-0.500464,0.11158717,0.059386708
3cc0d13baeedf98717df309d0bb7a2c4,0.20189215,-2.0193439,-0.0065853987,0.45729116,0.26292354,0.27951342,1.7178191,0.05934932
94c6be0137b51582e0dc92176dce1da6,0.9483115,-1.9170167,-0.24959163,1.4770329,2.3733099,-0.4627539,-1.0787088,-1.05122
7ced0d1a1aa8d4aaaf9980c292d92662,0.59253854,-1.2102612,-0.712477,0.051553935,0.07901763,0.70018613,0.80810314,-0.71561044
b6938591d8ffa041b841aa60aaa8ff7e,0.6320481,-1.2916477,0.28916124,1.9954562,0.07162332,-0.6851886,0.2941133,-0.17900488
566fe374486da35adea24c7e247b781a,0.95471936,-2.466978,-0.1593024,0.59635675,-0.38719958,0.5046749,1.4205753,-0.14903316
1ed484a1361f42e898154e69479eee57,0.41938466,-1.505194,-0.26846173,0.015549123,-0.7769825,0.47474402,0.8430604,-0.14377496
ae68024b80a677ef03b5d4758139ec83,0.47481233,-1.5193659,0.63310033,0.89723563,0.1203429,0.3237573,0.84678733,-0.108952396
f53a962e90bcf4718f7bdf85a3f6c344,0.7890358,-0.47576544,-0.4886976,1.0398836,-0.33768207,0.13748711,0.57879245,-0.8813985
3eb332e036224739cf02c14529dd4513,0.7941593,-0.6467563,1.1209877,1.3479865,0.00437277,-0.6456616,0.38223886,-0.6289378
3e9e77e6a307739c39acbdeb9dcf520c,0.8620633,-1.6841022,0.22293682,0.8706162,0.3464082,-0.2112006,1.1747953,0.35475898
cf78d68b087bfe87bf60314b170315d0,1.2174281,-2.1725721,-0.36770573,0.23631063,0.5740949,0.46682745,1.4365242,0.30431104
a425e8d66a0cdf33f3d4119ed6985481,2.0564435,-1.006536,0.61999595,0.76808107,3.2281206,0.3434105,-2.1323943,-2.813422
e20ce990df70351e3d39b68e3aff506c,1.0279115,-1.63572,0.11398991,0.9180995,0.39305848,-0.18878877,1.1549858,0.38530216
9a362fb9463f8954544eac8dcb246340,0.7682499,-1.3312609,-0.40267333,0.4919279,1.429144,0.8476752,-1.2416341,-2.030022
1ec9617204556c13e1037f2a9d533645,2.749537,-0.7342559,0.016742667,-0.09918615,3.291138,0.6502073,-1.9013692,-2.5246913
1a88cb2beea28c014c810bfc6ca7b299,-0.16337506,-1.3766071,0.8543953,2.0149019,-0.20611805,-0.115038455,-0.122879386,-0.78277314
94dbd0d0b5845409b7309d81cd8e6ffa,1.69587,-1.2986887,-0.26932755,1.3335694,2.9134803,-0.29551554,-1.3357906,-1.8586025
1812e00d186fff1edd6c583a3b76f4e3,1.0979757,-1.0783585,0.24535306,0.28245863,0.58038384,-0.65193444,-0.23125929,-0.058177724
9ba888e809eb3a5ced13df2cbf7bd20e,1.3006288,-2.0036893,-0.41019443,0.338083,0.46773118,0.45512837,1.5435781,0.18734401
398ba9b9d8ff2254746b738dd107e7be,1.2235932,-0.8716996,-0.01201568,0.8913553,0.051767223,-0.71884274,0.8759701,0.0017136559
95ed58b3d21e4b0bbee01acd656927ea,1.6193597,-1.0280651,-0.44191673,0.3149883,3.2606452,1.0468998,0.23820713,-1.247956
d58f4e25b1cc71b05463889157007b12,1.6209021,-1.3975153,0.15921147,0.23537925,2.2379885,0.5655086,-1.5087165,-1.6662707
1ced5cb53530e4b86d1b5fe797c76795,0.042266324,-1.1530678,0.81078655,1.9719114,0.004407162,-0.35427856,0.037202716,-1.5349514
952939b8f18bad474f9ba0548bbb0187,0.2325942,-1.2585541,0.7308389,1.9044188,-0.031319924,-0.19225073,-0.09921354,-0.6168542
038d00567e7ff310b606ba30897ff0f0,1.002227,-1.0582782,-0.520327,0.601449,-0.30804056,0.537069,0.3228739,-0.51801085
f0b7d5174174b77c86896e5502afdf6f,0.5398406,-1.7573829,-0.33841404,-0.15453115,-0.584522,-0.21638143,1.1814522,0.3140594
10d209af1943369b67a5d3840c3d2270,0.83887684,-1.281554,0.69924134,1.321449,0.3393194,-1.0608081,0.42638665,0.038629167
0a00f21e4b12a0b51e2877b8cc592a54,1.4811734,-1.6183791,-0.018438378,0.7613039,0.19364035,0.82717276,0.76302695,0.3236513
d5adc61635f4c4f0353abd0e9b1c83a3,1.3783504,-0.82105875,-0.04857207,-0.23435757,0.04272922,-0.05045718,0.664593,-0.24221894
236237cefa912e7e61c39a25b7ff7a59,0.7959157,-1.0211198,0.6214844,1.7576938,0.10968854,-0.26251328,-0.019997746,-0.35908282
411e1e5efe106ca114ed3712c7034c3c,0.53381354,-0.92263705,0.30067065,2.4317439,-0.1983239,0.020581603,-0.05151406,-0.90705097
5a5e8ac86766f84b0cd07f573acddb64,0.9800642,-0.95702416,-0.38945743,0.4694648,-0.21455193,0.27762493,0.4725076,-0.9164886
a6391578a8e7bda6cd900942f5cb6693,1.3303484,-1.4289145,-0.11062709,0.15275434,1.0032308,-1.1853626,-0.058200747,0.24779603
fb25eb548cd4d440b994746c5ef67165,-0.11726886,-1.720952,0.432749,0.44290033,0.105964236,0.7175381,1.4729067,-0.7619479
05c70b6ca85c34b89ca268318f1138dc,0.5052126,-0.7114029,0.79693055,1.9439328,-0.1931774,-0.36579847,0.257856,-1.0694028
084144a2fdc453f19760d008d9c11744,1.0354003,-1.8012297,0.22174259,0.567346,0.5276101,0.8093535,-0.73439085,-1.6625867
6c36a5340b88fd542a42aead42f6867f,0.82780635,-1.7278779,0.33983573,0.7208929,0.40958506,-0.3029196,1.1873901,0.342825
9e89cd77ee6f3c40072c0fa5bd6fbd8c,1.3753805,-0.30193612,-0.07900021,-0.2975988,4.071663,1.7026185,-2.0133533,-3.2719579
fa9cbb2a35cacdd527a2492814945827,0.4318462,-1.9632918,0.06630584,0.61028373,0.014816219,1.1359887,1.1640931,-0.6255397
d2677aee35711c4b98f1ca4454664bf8,0.2946117,-0.52357644,1.0112149,1.1065693,1.0799785,0.41138297,-0.014808372,0.08848748
059e0a1d3515b1455faec95e7d71b2ef,1.3568581,-1.6286142,-0.36545184,0.61234725,0.20658296,-0.21471864,0.57375765,0.071102284
0b7cd52aa2ae80e80851034d17b0f3f8,0.669932,-1.7405465,0.07794198,-0.1374521,0.7041938,0.046764553,1.9534028,0.5039
51e9c6a996e4a79d858573e5ec25b0e6,0.374587,-1.612859,0.17876293,0.8534161,0.19248575,-0.694916,0.5326726,-0.28091478
69442e16261ac85683f1bfe2a5fa4db8,0.94361097,-1.8815811,-0.6518523,0.15177527,0.27254832,-0.18490762,0.3638158,0.2756978
34517218f24a5d9ecfefb86f045de742,3.2486904,-0.22301279,0.19286044,-1.3007976,5.256606,2.137895,-0.89228904,-3.6944149
f196821d924a220efef044720171bbea,1.4891135,-1.676225,0.10828086,0.43948045,0.3704418,-0.07378566,1.3565654,0.08175426
6e966864d54578acfbb6db40b8c4ba71,0.97901815,-0.6138185,0.7371769,1.7159967,-0.08415509,-0.35413677,0.25829476,-0.36715668
2c9510ea19de904900b4739415a0355c,1.788077,-0.14178996,0.99758035,0.41987017,4.30019,0.98639596,-1.9805208,-2.7824285
c4a175edca1ac2090336a3a46a343bb9,0.36279547,-1.1105747,0.84535784,0.9783325,0.008908981,0.003262043,1.1931591,-1.2914338
4e6f1c092a598587d011e024c2d0e3ab,2.6613615,-2.0359924,-0.6231057,-0.8050668,3.5005856,0.49741825,-0.24343133,-2.4443073
f3a2488eb7cc70c4bd5bf192ba405910,1.07691,-0.953494,-0.7705048,0.50264573,3.278914,-0.019353986,-0.958536,-0.83588636
8c62d3403dc053439fb5c4db64aba313,0.83019716,-1.4653901,-0.208185,1.086638,0.13962984,-0.42621934,0.45611888,0.3116308
1c8365f8030e2818097e1c6f3cf895fe,0.9667879,-1.9429686,-0.37079993,0.5603517,0.299931,0.5216485,1.6151959,-0.18171152
990f9d1783b32740894db730003fcae6,0.6274627,-1.4275888,0.044733487,1.0530914,-0.17165738,-0.48181868,0.7292874,1.5013313
e938d3c2eb6013ce84d96579d0890e4f,0.19195871,-1.0907816,0.5468431,2.2795815,-0.21677673,-0.06413388,-0.0522466,-0.9790547
2b34c974dba9a4af21a8dc281af115e9,0.9195909,-1.1332868,0.66081154,1.3989683,0.30679703,-1.0925444,0.50691783,-0.19111484
2d1c0eae13dbd973d4c67ca891296a55,1.2725581,-1.9283607,-0.44159892,0.15919247,0.75874305,0.40793553,1.6372205,0.16514769
5278ca14e60d89d3965c4651bcabad21,0.6492796,-0.9257866,0.71962184,1.8023139,0.010387415,-0.32689965,0.085143805,-0.6779873
ce788f86a3065359901e1160225befee,0.7082416,-1.2666043,-0.4536381,0.6229497,0.9368496,0.6616986,-0.8208103,-1.5943823
71fb14163b8cd58dd42a563c40db4668,0.27344167,-1.5535144,-0.84144086,1.0858281,-0.022341436,-0.15957367,0.40001637,-0.21754354
f4c07bcd4439144f56a6a24cd891613e,1.3847274,-0.2630702,0.74822557,0.99581385,4.125702,1.1716174,-2.0622797,-3.344639
6244e4877827666ea52aa3405b1f50d3,0.67001474,-1.494193,0.32410964,1.9921134,0.6821994,0.2717266,-0.8901782,-0.9203558
55d01b457840e10c756fae4e32c7d6f6,0.46227968,-1.1784298,0.045810066,0.1826294,0.00053941645,-0.026258111,0.31757188,0.19144732
60fbda4609492b763e30b5e60be2f256,0.46064943,-0.77686316,0.79670036,1.9380426,-0.17608738,-0.3498667,0.21785262,-1.031503
75f31448b3d5b46ebdd76ead11ef5922,0.79727435,-0.9327853,0.82143295,1.5559452,0.0867519,-0.39011294,0.10106802,-0.30734882
8840d9c5d15218d4e1d2cbe9f35245bb,0.5900513,-1.7972965,0.31123254,0.89504206,0.2931928,-0.20856941,1.1540304,0.21023747
3e31d0b7346bfad8c8f338a86730dc60,1.1826346,-1.7184252,0.346603,0.5035136,0.22661895,0.6333866,0.8281392,0.07518118
eb48664715ac402ef14a0608093fa2d6,0.72373515,-1.8759401,-0.6531381,0.22639349,-0.7881273,0.103827745,0.9841,-0.36482996
e4c71ffefb25fd7ccfa5d605a41d6e11,0.6473935,-1.4010705,0.110911034,0.8590336,0.14813942,-0.6817043,0.6220398,-0.102949984
f85bb4074896e19743a1c15b5d220d1a,1.9698185,-0.9542084,0.62358004,0.86019146,2.305327,0.14600837,-1.4799993,-1.6284506
1f1d9a6ac00d9bf76de3e997d40aaf39,2.238691,-0.78998435,0.8483569,0.50346446,3.2612622,0.28885674,-2.0943465,-2.9083118
be313bc96b83cdcded10306c6c304160,2.0084846,-0.9483209,0.46787307,1.0450748,2.2419188,0.32302475,-1.555372,-1.5148281
382618b799fe4a0ff0fcc652d5743fcd,0.789166,-1.3295298,0.42560545,1.6789654,0.2104333,-0.79878557,0.3032392,0.15029326
fce2ee617b97bcb8ab12dfb79d4fe716,1.3082162,-0.8437015,0.5387983,1.4311045,0.2667948,-1.0736339,0.61753535,-0.0048527345
ec944bcf61d4dc111d668f1554565172,0.58408237,-0.86818725,0.9566619,1.5834694,-0.0563832,-0.4265889,0.19603617,-0.49150804
60812338e6c0d22ae9a819bb5d242e7a,0.47480243,-1.1258307,-0.51781636,0.960572,1.6802346,0.47364408,0.13181235,0.7444465
4460434b6d63528c2b183a0210c47a33,0.3315304,-1.1995083,-0.6496083,1.1560376,-0.22840899,0.4677346,0.08718452,-0.31189817
2509ab837dc43483ebc65bd2beac35fc,1.002257,-1.3445746,-0.008868853,2.0588996,0.2499929,-0.56543946,0.13630694,0.12609121
23e9f5bf6b438663b9c006a60977414e,0.7323573,-1.355242,-0.7071058,0.88099027,-0.287753,0.7347008,0.0809041,-0.7269549
feb517ee47fa3ca6607fbd93eac33aaf,1.80101,-1.2734264,0.87460953,0.49765828,3.0568812,0.28486776,-2.091631,-2.23049
d24927fc8d887354d2ecf07d72afbebf,1.9582206,-1.1981766,0.12773503,0.104091674,2.4178498,0.4800905,-1.4658625,-1.6952729
ca6e6942241035369857dc22848cfd5a,0.7126847,-1.5507433,0.3157005,1.7436732,0.34014702,-0.74465823,0.13694856,0.06788141
0cad672ac44cde2ec5333c48ffc6241f,1.2071869,-1.2028003,-0.19091146,0.9338262,0.20709956,-0.55967283,0.6033147,0.3417075
4ed19b97ddb65fceaf7c9de43a3d91ab,0.7275121,-1.2289331,-0.65523016,0.10431111,-0.039406247,0.64787304,0.7740435,-0.92329764
c9f715a40778ebe59e8a31801816d2e7,0.8477789,-1.8278375,0.32710347,0.65833473,0.44870645,-0.25642312,1.118568,0.61155295
41b3477915b53876f949aa3a90de7179,0.73510224,-1.0680408,-0.17255561,1.4725804,-0.37042463,-0.4231704,0.882185,0.9253529
72273384e98815972da1bf97ff481502,1.0420823,-0.94006014,0.7993526,1.3903325,0.21007195,-0.41057944,0.067061886,0.038274653
484233eb7939077a0b5c211d254efdcd,1.3311929,-1.8502895,0.08181795,0.49311402,0.391703,-0.012998015,1.2499031,0.08353188
4a4f12a05e588a52e54a1d2632cded61,0.9364246,-1.6232885,-0.8751329,0.59460175,0.080723934,-0.09091383,0.46793503,-0.3309429
bdd9d1a591074c907f3d4c2380c56bec,0.53739005,-0.68237954,0.82045263,1.2106267,2.0018566,0.7455113,-0.70380694,-0.3631089
06380f22e8a7007c492449bfbaa57a1e,0.8279875,-1.1541902,-0.110087134,1.3959131,0.29156154,0.44921303,-0.37393582,-1.2604077
